Model;Name;MAC;Session (UTC);Role;Round;Timestamp;Freq (Hz);Box Temp (℃);Sequence #
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:23:45.361475;2.65;23.39;1451
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:23:46.386344;2.65;23.37;1452
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:23:48.433637;2.65;23.37;1454
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:23:49.356073;2.65;23.39;1455
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:23:50.380459;2.65;23.37;1456
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:23:51.404212;2.65;23.39;1457
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:23:52.428610;2.65;23.37;1458
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:23:53.451739;2.65;23.39;1459
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:23:54.475456;2.65;23.39;1460
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:23:55.499999;2.65;23.39;1461
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:23:56.524210;2.7;23.33;1462
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:23:59.493999;2.69;23.39;1465
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:24:00.517620;2.69;23.39;1466
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:24:01.541248;2.69;23.41;1467
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:24:02.564988;2.69;23.41;1468
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:24:03.589283;2.69;23.39;1469
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:24:04.511192;2.69;23.37;1470
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:24:11.988109;2.69;23.41;1474
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:24:13.010750;2.69;23.39;1475
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:24:14.034581;2.69;23.43;1476
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:24:16.082588;2.68;23.43;1478
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:24:18.028688;2.68;23.43;1480
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:24:19.053199;2.69;23.41;1481
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:24:21.101007;2.69;23.41;1483
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:24:22.124274;2.69;23.41;1484
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:24:23.148160;2.69;23.41;1485
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:24:24.978672;2.68;23.41;1487
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:24:26.016847;2.69;23.41;1488
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:24:27.141921;2.66;23.39;1489
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:24:28.166166;2.65;23.43;1490
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:24:30.215140;2.65;23.45;1492
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:24:31.237662;2.65;23.41;1493
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:24:33.184599;2.69;23.41;1495
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:24:35.236968;2.68;23.43;1497
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:24:36.256799;2.69;23.41;1498
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:24:38.304438;2.68;23.41;1500
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:24:39.225266;2.68;23.43;1501
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:24:40.250735;2.65;23.43;1502
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:24:41.274109;2.69;23.41;1503
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:24:42.297649;2.7;23.41;1504
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:24:43.321540;2.68;23.45;1505
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:24:44.345656;2.69;23.43;1506
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:24:45.371867;2.69;23.37;1507
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:24:46.292000;2.68;23.39;1508
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:24:47.803165;2.924;25.01;197
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:24:48.203160;2.933;25.01;198
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:24:48.340242;2.69;23.41;1510
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:24:48.507238;2.921;25.01;199
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:24:48.811205;2.934;25.05;200
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:24:49.211155;2.931;25.01;201
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:24:49.362898;2.68;23.43;1511
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:24:49.515245;2.928;25.05;202
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:24:49.931139;2.926;25.01;203
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:24:50.235112;2.926;25.01;204
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:24:50.387452;2.68;23.45;1512
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:24:50.522436;2.921;25.01;205
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:24:50.858229;2.943;25.01;206
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:24:51.242125;2.938;25.01;207
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:24:51.411788;2.65;23.41;1513
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:24:51.642242;2.931;25.05;208
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:24:51.946187;2.928;25.01;209
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:24:52.250166;2.922;25.05;210
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:24:52.435363;2.65;23.43;1514
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:24:52.650246;2.916;25.01;211
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:24:52.954200;2.933;25.05;212
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:24:53.354151;2.936;25.01;213
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:24:53.459423;2.65;23.43;1515
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:24:53.658262;2.921;25.01;214
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:24:54.170166;2.933;25.05;215
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:24:54.381159;2.64;23.43;1516
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:24:54.666258;2.885;25.01;216
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:24:55.082160;2.922;25.05;217
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:24:55.386147;2.921;25.05;218
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:24:55.404350;2.65;23.43;1517
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:24:55.786255;2.929;25.01;219
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:24:55.866149;2.929;25.05;220
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:24:56.393158;2.934;25.05;221
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:24:56.429500;2.69;23.43;1518
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:24:56.793257;2.926;25.01;222
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:24:57.097229;2.929;25.01;223
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:24:57.452871;2.68;23.41;1519
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:24:57.497266;2.931;25.05;224
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:24:57.801231;2.926;25.05;225
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:24:58.105161;2.936;25.05;226
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:24:58.477049;2.68;23.45;1520
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:24:58.505251;2.922;25.01;227
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:24:58.809202;2.929;25.01;228
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:24:59.209191;2.929;25.05;229
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:24:59.501309;2.65;23.43;1521
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:24:59.721259;2.941;25.01;230
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:25:00.233148;2.88;25.01;231
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:25:00.524599;2.65;23.43;1522
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:25:00.857309;2.926;25.01;233
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:25:01.241204;2.934;25.05;234
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:25:01.446485;2.65;23.43;1523
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:25:01.545249;2.926;25.05;235
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:25:01.945202;2.922;25.05;236
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:25:02.249141;2.921;25.01;237
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:25:02.648214;2.929;25.01;238
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:25:02.952175;2.922;25.01;239
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:25:03.256179;2.929;25.05;240
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:25:03.656165;2.931;25.01;241
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:25:03.960142;2.928;25.01;242
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:25:04.360145;2.926;25.01;243
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:25:04.518170;2.69;23.43;1526
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:25:04.664248;2.926;25.05;244
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:25:04.968160;2.94;25.05;245
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:25:05.384144;2.926;25.01;246
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:25:05.541917;2.69;23.43;1527
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:25:05.672260;2.929;25.01;247
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:25:05.864214;2.929;25.05;248
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:25:06.392180;2.934;25.01;249
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:25:06.565969;2.69;23.43;1528
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:25:06.696249;2.933;25.01;250
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:25:07.096242;2.929;25.01;251
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:25:07.400208;2.922;25.05;252
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:25:07.590606;2.69;23.43;1529
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:25:07.800245;2.928;25.05;253
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:25:08.104156;2.931;25.01;254
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:25:08.503293;2.926;25.01;255
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:25:08.512465;2.65;23.43;1530
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:25:08.807234;2.929;25.05;256
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:25:09.111156;2.926;25.05;257
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:25:09.511202;2.924;25.05;258
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:25:09.536336;2.64;23.45;1531
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:25:09.815238;2.934;25.01;259
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:25:10.231195;2.921;25.01;260
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:25:10.535120;2.929;25.01;261
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:25:10.560675;2.65;23.45;1532
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:25:10.823261;2.933;25.05;262
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:25:10.871366;2.938;25.01;263
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:25:11.590904;2.66;23.41;1533
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:25:11.943419;2.885;25.05;264
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:25:12.439225;2.931;25.05;265
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:25:12.607866;2.69;23.43;1534
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:25:12.951253;2.887;25.05;266
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:25:13.255155;2.936;25.05;267
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:25:13.631657;2.69;23.47;1535
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:25:13.655268;2.931;25.05;268
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:25:13.959202;2.933;25.05;269
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:25:14.262187;2.922;25.05;270
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;1;2025-11-20 11:25:14.656724;2.69;23.45;1536
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:25:14.662349;2.94;25.05;271
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;1;2025-11-20 11:25:14.966214;2.931;25.05;272
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:23:48.433637;2.65;23.37;1454
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:23:49.356073;2.65;23.39;1455
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:23:50.380459;2.65;23.37;1456
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:23:51.404212;2.65;23.39;1457
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:23:52.428610;2.65;23.37;1458
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:23:53.451739;2.65;23.39;1459
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:23:54.475456;2.65;23.39;1460
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:23:55.499999;2.65;23.39;1461
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:23:56.524210;2.7;23.33;1462
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:23:59.493999;2.69;23.39;1465
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:24:00.517620;2.69;23.39;1466
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:24:01.541248;2.69;23.41;1467
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:24:02.564988;2.69;23.41;1468
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:24:03.589283;2.69;23.39;1469
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:24:04.511192;2.69;23.37;1470
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:24:11.988109;2.69;23.41;1474
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:24:13.010750;2.69;23.39;1475
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:24:14.034581;2.69;23.43;1476
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:24:16.082588;2.68;23.43;1478
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:24:18.028688;2.68;23.43;1480
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:24:19.053199;2.69;23.41;1481
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:24:21.101007;2.69;23.41;1483
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:24:22.124274;2.69;23.41;1484
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:24:23.148160;2.69;23.41;1485
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:24:24.978672;2.68;23.41;1487
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:24:26.016847;2.69;23.41;1488
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:24:27.141921;2.66;23.39;1489
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:24:28.166166;2.65;23.43;1490
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:24:30.215140;2.65;23.45;1492
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:24:31.237662;2.65;23.41;1493
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:24:33.184599;2.69;23.41;1495
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:24:35.236968;2.68;23.43;1497
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:24:36.256799;2.69;23.41;1498
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:24:38.304438;2.68;23.41;1500
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:24:39.225266;2.68;23.43;1501
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:24:40.250735;2.65;23.43;1502
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:24:41.274109;2.69;23.41;1503
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:24:42.297649;2.7;23.41;1504
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:24:43.321540;2.68;23.45;1505
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:24:44.345656;2.69;23.43;1506
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:24:45.371867;2.69;23.37;1507
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:24:46.292000;2.68;23.39;1508
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:24:48.340242;2.69;23.41;1510
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:24:49.362898;2.68;23.43;1511
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:24:50.387452;2.68;23.45;1512
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:24:51.411788;2.65;23.41;1513
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:24:52.435363;2.65;23.43;1514
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:24:53.459423;2.65;23.43;1515
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:24:54.381159;2.64;23.43;1516
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:24:55.404350;2.65;23.43;1517
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:24:56.429500;2.69;23.43;1518
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:24:57.452871;2.68;23.41;1519
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;2;2025-11-20 11:24:57.801231;2.926;25.05;225
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:23:37;ref;2;2025-11-20 11:24:58.105161;2.936;25.05;226
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:23:37;test;2;2025-11-20 11:24:58.477049;2.68;23.45;1520
