Model;Name;MAC;Session (UTC);Role;Round;Timestamp;Freq (Hz);Box Temp (℃);Sequence #
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;1;2025-11-20 11:35:10.111878;2.69;23.83;2119
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;1;2025-11-20 11:35:11.136195;2.67;23.83;2120
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;1;2025-11-20 11:35:12.162207;2.68;23.81;2121
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;1;2025-11-20 11:35:13.185170;2.68;23.77;2122
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;1;2025-11-20 11:35:14.208050;2.68;23.81;2123
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;1;2025-11-20 11:35:15.132863;2.68;23.81;2124
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;1;2025-11-20 11:35:16.154027;2.69;23.83;2125
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;1;2025-11-20 11:35:17.180462;2.69;23.81;2126
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;1;2025-11-20 11:35:18.201523;2.69;23.81;2127
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;1;2025-11-20 11:35:19.226045;2.68;23.81;2128
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;1;2025-11-20 11:35:20.251991;2.69;23.83;2129
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;1;2025-11-20 11:35:21.276125;2.68;23.81;2130
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;1;2025-11-20 11:35:22.299919;2.68;23.77;2131
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:23.887312;2.926;25.29;171
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:24.191265;2.929;25.27;172
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:24.606247;2.924;25.29;173
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:24.910260;2.917;25.29;174
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;1;2025-11-20 11:35:25.269609;2.68;23.81;2134
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:25.310386;2.922;25.29;175
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:25.614310;2.919;25.29;176
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:25.918287;2.929;25.29;177
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;1;2025-11-20 11:35:26.293511;2.69;23.83;2135
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:26.318364;2.924;25.29;178
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:26.622316;2.94;25.29;179
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:27.022271;2.914;25.29;180
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;1;2025-11-20 11:35:27.317540;2.68;23.83;2136
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:27.326402;2.922;25.31;181
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:27.374365;2.928;25.29;182
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:28.030302;2.929;25.29;183
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:28.334272;2.924;25.29;184
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;1;2025-11-20 11:35:28.343924;2.65;23.81;2137
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:28.734338;2.928;25.29;185
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:29.038337;2.922;25.29;186
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:29.758275;2.922;25.31;188
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:30.461262;2.929;25.29;190
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:30.765288;2.916;25.29;191
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:31.165303;2.929;25.29;192
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;1;2025-11-20 11:35:31.311669;2.69;23.81;2140
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:31.469368;2.924;25.29;193
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:31.773313;2.919;25.29;194
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:32.173283;2.929;25.29;195
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:32.349276;2.924;25.29;196
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:32.877302;2.926;25.29;197
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:33.181258;2.928;25.29;198
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;1;2025-11-20 11:35:33.359191;2.69;23.81;2142
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:33.485380;2.926;25.29;199
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:33.885349;2.934;25.29;200
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:34.189352;2.922;25.29;201
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;1;2025-11-20 11:35:34.383212;2.65;23.81;2143
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:34.909256;2.922;25.29;203
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:35.197295;2.917;25.29;204
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;1;2025-11-20 11:35:35.407454;2.65;23.83;2144
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:35.613399;2.928;25.29;205
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:35.917286;2.926;25.29;206
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:36.317298;2.928;25.29;207
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;1;2025-11-20 11:35:36.431306;2.65;23.81;2145
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:36.620367;2.924;25.31;208
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:36.924287;2.926;25.31;209
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:37.324304;2.926;25.29;210
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:38.028309;2.924;25.29;212
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:38.332254;2.916;25.29;213
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;1;2025-11-20 11:35:38.375249;2.69;23.83;2147
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:38.732369;2.928;25.29;214
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:39.036279;2.928;25.29;215
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:39.340415;2.924;25.29;216
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:39.756384;2.917;25.31;217
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:40.060265;2.924;25.29;218
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;1;2025-11-20 11:35:40.425034;2.68;23.83;2149
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:40.460367;2.924;25.29;219
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:40.764336;2.931;25.29;220
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:41.068276;2.926;25.29;221
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;1;2025-11-20 11:35:41.446807;2.68;23.81;2150
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:41.468396;2.931;25.29;222
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:41.772348;2.924;25.29;223
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:42.171310;2.929;25.31;224
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:42.363262;2.928;25.29;225
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;1;2025-11-20 11:35:42.472801;2.68;23.81;2151
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:42.779342;2.924;25.29;226
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:43.179270;2.919;25.29;227
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:43.483268;2.926;25.29;228
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:43.883369;2.924;25.29;229
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:44.187311;2.931;25.31;230
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:44.491270;2.924;25.31;231
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;1;2025-11-20 11:35:44.521253;2.68;23.83;2153
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:44.907378;2.922;25.29;232
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:45.211248;2.926;25.29;233
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;1;2025-11-20 11:35:45.442688;2.69;23.81;2154
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:45.611382;2.931;25.31;234
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:45.915311;2.929;25.29;235
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:46.411327;2.917;25.31;236
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;1;2025-11-20 11:35:46.464152;2.68;23.81;2155
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:46.923395;2.885;25.29;237
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:47.323278;2.929;25.29;238
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:47.371348;2.933;25.29;239
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;1;2025-11-20 11:35:47.491177;2.68;23.81;2156
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:48.027327;2.921;25.31;240
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:48.330297;2.928;25.29;241
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;1;2025-11-20 11:35:48.512479;2.68;23.81;2157
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:48.634379;2.933;25.29;242
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:49.034293;2.936;25.31;243
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:49.338264;2.931;25.31;244
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;1;2025-11-20 11:35:49.538729;2.65;23.83;2158
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:49.754385;2.928;25.31;245
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:50.058304;2.921;25.29;246
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:50.362259;2.924;25.31;247
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;1;2025-11-20 11:35:50.562871;2.65;23.81;2159
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:50.762386;2.921;25.29;248
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;1;2025-11-20 11:35:51.066287;2.919;25.31;249
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:34:32.736010;2.69;23.81;2082
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:34:33.759912;2.68;23.77;2083
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:34:34.787047;2.69;23.77;2084
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:34:35.808165;2.69;23.81;2085
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:34:36.833796;2.69;23.75;2086
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:34:37.858679;2.68;23.73;2087
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:34:38.777375;2.68;23.77;2088
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:34:39.801441;2.66;23.81;2089
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:34:40.827233;2.65;23.81;2090
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:34:41.852278;2.65;23.81;2091
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:34:42.873775;2.66;23.77;2092
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:34:43.898952;2.65;23.81;2093
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:34:44.921958;2.65;23.77;2094
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:34:45.843781;2.65;23.83;2095
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:34:46.872191;2.65;23.77;2096
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:34:47.891630;2.65;23.81;2097
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:34:48.915887;2.65;23.81;2098
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:34:49.940019;2.68;23.77;2099
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:34:50.966751;2.68;23.81;2100
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:34:51.987073;2.69;23.77;2101
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:34:53.010918;2.68;23.77;2102
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:34:53.936549;2.68;23.75;2103
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:34:54.956917;2.68;23.77;2104
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:34:55.982621;2.68;23.77;2105
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:34:57.005345;2.65;23.83;2106
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:34:58.030623;2.65;23.81;2107
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:34:59.054722;2.69;23.77;2108
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:35:00.079380;2.68;23.77;2109
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:35:01.000278;2.69;23.77;2110
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:35:02.023868;2.65;23.81;2111
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:35:03.049293;2.65;23.83;2112
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:35:04.072371;2.65;23.77;2113
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:35:05.094668;2.69;23.81;2114
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:35:06.121023;2.68;23.77;2115
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:35:07.144400;2.69;23.81;2116
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:35:08.066898;2.69;23.81;2117
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:35:10.111878;2.69;23.83;2119
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:35:11.136195;2.67;23.83;2120
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:35:12.162207;2.68;23.81;2121
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:35:13.185170;2.68;23.77;2122
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:35:14.208050;2.68;23.81;2123
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:35:15.132863;2.68;23.81;2124
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:35:16.154027;2.69;23.83;2125
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:35:17.180462;2.69;23.81;2126
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:35:18.201523;2.69;23.81;2127
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:35:19.226045;2.68;23.81;2128
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:35:20.251991;2.69;23.83;2129
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:35:21.276125;2.68;23.81;2130
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:35:22.299919;2.68;23.77;2131
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:35:25.269609;2.68;23.81;2134
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:35:26.293511;2.69;23.83;2135
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:35:27.317540;2.68;23.83;2136
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:35:28.343924;2.65;23.81;2137
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:35:31.311669;2.69;23.81;2140
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:35:33.359191;2.69;23.81;2142
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;2;2025-11-20 11:35:33.885349;2.934;25.29;200
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;2;2025-11-20 11:35:34.189352;2.922;25.29;201
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:35:34.383212;2.65;23.81;2143
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;2;2025-11-20 11:35:34.909256;2.922;25.29;203
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;2;2025-11-20 11:35:35.197295;2.917;25.29;204
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:35:35.407454;2.65;23.83;2144
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;2;2025-11-20 11:35:35.613399;2.928;25.29;205
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;2;2025-11-20 11:35:35.917286;2.926;25.29;206
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;2;2025-11-20 11:35:36.317298;2.928;25.29;207
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:35:36.431306;2.65;23.81;2145
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;2;2025-11-20 11:35:36.620367;2.924;25.31;208
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;2;2025-11-20 11:35:36.924287;2.926;25.31;209
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;2;2025-11-20 11:35:37.324304;2.926;25.29;210
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;2;2025-11-20 11:35:38.028309;2.924;25.29;212
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;2;2025-11-20 11:35:38.332254;2.916;25.29;213
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:35:38.375249;2.69;23.83;2147
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;2;2025-11-20 11:35:38.732369;2.928;25.29;214
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;2;2025-11-20 11:35:39.036279;2.928;25.29;215
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;2;2025-11-20 11:35:39.340415;2.924;25.29;216
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;2;2025-11-20 11:35:39.756384;2.917;25.31;217
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;2;2025-11-20 11:35:40.060265;2.924;25.29;218
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:35:40.425034;2.68;23.83;2149
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;2;2025-11-20 11:35:40.460367;2.924;25.29;219
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;2;2025-11-20 11:35:40.764336;2.931;25.29;220
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;2;2025-11-20 11:35:41.068276;2.926;25.29;221
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:35:41.446807;2.68;23.81;2150
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;2;2025-11-20 11:35:41.468396;2.931;25.29;222
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;2;2025-11-20 11:35:41.772348;2.924;25.29;223
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;2;2025-11-20 11:35:42.171310;2.929;25.31;224
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;2;2025-11-20 11:35:42.363262;2.928;25.29;225
TESS-W;stars237;5C:CF:7F:76:69:E3;2025-11-20 11:34:24;test;2;2025-11-20 11:35:42.472801;2.68;23.81;2151
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;2;2025-11-20 11:35:42.779342;2.924;25.29;226
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;2;2025-11-20 11:35:43.179270;2.919;25.29;227
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;2;2025-11-20 11:35:43.483268;2.926;25.29;228
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;2;2025-11-20 11:35:43.883369;2.924;25.29;229
TESS-W;stars3;18:FE:34:CF:E9:A3;2025-11-20 11:34:24;ref;2;2025-11-20 11:35:44.187311;2.931;25.31;230
